pmid,pmcid,year,title,abstract,journal,authors,MeSH terms used,Title & Abstract terms used
29584687,PMC6023010,2018,Association between Resistin Gene Polymorphisms and Atopic Dermatitis.,"Atopic dermatitis (AD) is a chronic, relapsing, and inflammatory skin disorder. It is characterized by an inappropriate skin barrier function, allergen sensitization, and recurrent skin infections. Resistin is an adipokine expressed mainly in macrophages and monocytes; it has a role in the inflammatory process and is associated with multiple inflammatory human diseases; however, only few studies linked resistin to atopic dermatitis. This study tested the association between G>A (rs3745367) and C>T (rs3219177) single nucleotide polymorphisms (SNPs) of the RETN gene with atopic dermatitis. In addition, it explored the relationship between serum resistin protein and atopic dermatitis. To achieve objectives of this study, 162 atopic dermatitis patients and 161 healthy participants were recruited in the study. A significant association was detected between rs3745367 and atopic dermatitis with age and gender specificity (p < 0.05), while no significant association between rs3219177 and atopic dermatitis was found (p > 0.05). For the serum resistin levels, a significant decrease was indicated in atopic dermatitis patients compared to healthy subjects (p < 0.05). In conclusion, rs3745367 may play a gender and age-specific role in atopic dermatitis. In addition, the significant decrease in the resistin protein level confirmed this association.",Biomolecules,"Banihani, Saleem A,Abu-Alia, Khawla F,Khabour, Omar F,Alzoubi, Karem H","Polymorphism, Single Nucleotide","ad,single nucleotide polymorphism,AD,SNP,polymorphisms"
29636460,PMC5893558,2018,CXCR4 involvement in neurodegenerative diseases.,"Neurodegenerative diseases likely share common underlying pathobiology. Although prior work has identified susceptibility loci associated with various dementias, few, if any, studies have systematically evaluated shared genetic risk across several neurodegenerative diseases. Using genome-wide association data from large studies (total n = 82,337 cases and controls), we utilized a previously validated approach to identify genetic overlap and reveal common pathways between progressive supranuclear palsy (PSP), frontotemporal dementia (FTD), Parkinson's disease (PD) and Alzheimer's disease (AD). In addition to the MAPT H1 haplotype, we identified a variant near the chemokine receptor CXCR4 that was jointly associated with increased risk for PSP and PD. Using bioinformatics tools, we found strong physical interactions between CXCR4 and four microglia related genes, namely CXCL12, TLR2, RALB, and CCR5. Evaluating gene expression from post-mortem brain tissue, we found that expression of CXCR4 and microglial genes functionally related to CXCR4 was dysregulated across a number of neurodegenerative diseases. Furthermore, in a mouse model of tauopathy, expression of CXCR4 and functionally associated genes was significantly altered in regions of the mouse brain that accumulate neurofibrillary tangles most robustly. Beyond MAPT, we show dysregulation of CXCR4 expression in PSP, PD, and FTD brains, and mouse models of tau pathology. Our multi-modal findings suggest that abnormal signaling across a 'network' of microglial genes may contribute to neurodegeneration and may have potential implications for clinical trials targeting immune dysfunction in patients with neurodegenerative diseases.",Translational psychiatry,"Bonham, Luke W,Karch, Celeste M,Fan, Chun C,Tan, Chin,Geier, Ethan G,Wang, Yunpeng,Wen, Natalie,Broce, Iris J,Li, Yi,Barkovich, Matthew J,Ferrari, Raffaele,Hardy, John,Momeni, Parastoo,Höglinger, Günter,Müller, Ulrich,Hess, Christopher P,Sugrue, Leo P,Dillon, William P,Schellenberg, Gerard D,Miller, Bruce L,Andreassen, Ole A,Dale, Anders M,Barkovich, A James,Yokoyama, Jennifer S,Desikan, Rahul S","Genome-Wide Association Study,Polymorphism, Single Nucleotide","ad,genome-wide,gene expression,dementia,AD,genetic risk,Progressive Supranuclear Palsy,neurodegeneration,genome-wide association,Frontotemporal dementia,Alzheimer"
29667565,PMC6193871,2018,Longitudinal associations between different dementia diagnoses and medication use jointly accounting for dropout.,"ABSTRACTBackground:Longitudinal studies of older adults are characterized by high dropout rates, multimorbid conditions, and multiple medication use, especially proximal to death. We studied the association between multiple medication use and incident dementia diagnoses including Alzheimer's disease (AD), vascular dementia (VD), and Lewy-body dementia (LBD), simultaneously accounting for dropout. Using the National Alzheimer's Coordinating Center data with three years of follow-up, a set of covariate-adjusted models that ignore dropout was fit to complete-case data, and to the whole-cohort data. Additionally, covariate-adjusted joint models with shared random effects accounting for dropout were fit to the whole-cohort data. Multiple medication use was defined as polypharmacy (⩾ five medications), hyperpolypharmacy (⩾ ten medications), and total number of medications. Incident diagnoses were 2,032 for AD, 135 for VD, and 139 for LBD. Percentages of dropout at the end of follow-up were as follows: 71.8% for AD, 81.5% for VD, and 77.7% for LBD. The odds ratio (OR) estimate for hyperpolypharmacy among those with LBD versus AD was 2.19 (0.78, 6.15) when estimated using complete-case data and 3.00 (1.66, 5.40) using whole-cohort data. The OR reduced to 1.41 (0.76, 2.64) when estimated from the joint model accounting for dropout. The OR for polypharmacy using complete-case data differed from the estimates using whole-cohort data. The OR for dementia diagnoses on total number of medications was similar, but non-significant when estimated using complete-case data. Reasons for dropout should be investigated and appropriate statistical methods should be applied to reduce bias in longitudinal studies among high-risk dementia cohorts.",International psychogeriatrics,"Agogo, George O,Ramsey, Christine M,Gnjidic, Danijela,Moga, Daniela C,Allore, Heather",,"ad,dementia,AD,Vascular dementia,Alzheimer"
29673576,PMC6001916,2018,"The role of genetic variation of human metabolism for BMI, mental traits and mental disorders.","The aim was to assess whether loci associated with metabolic traits also have a significant role in BMI and mental traits/disorders METHODS: We first assessed the number of single nucleotide polymorphisms (SNPs) with genome-wide significance for human metabolism (NHGRI-EBI Catalog). These 516 SNPs (216 independent loci) were looked-up in genome-wide association studies for association with body mass index (BMI) and the mental traits/disorders educational attainment, neuroticism, schizophrenia, well-being, anxiety, depressive symptoms, major depressive disorder, autism-spectrum disorder, attention-deficit/hyperactivity disorder, Alzheimer's disease, bipolar disorder, aggressive behavior, and internalizing problems. A strict significance threshold of p < 6.92 × 10-6 was based on the correction for 516 SNPs and all 14 phenotypes, a second less conservative threshold (p < 9.69 × 10-5) on the correction for the 516 SNPs only. 19 SNPs located in nine independent loci revealed p-values < 6.92 × 10-6; the less strict criterion was met by 41 SNPs in 24 independent loci. BMI and schizophrenia showed the most pronounced genetic overlap with human metabolism with three loci each meeting the strict significance threshold. Overall, genetic variation associated with estimated glomerular filtration rate showed up frequently; single metabolite SNPs were associated with more than one phenotype. Replications in independent samples were obtained for BMI and educational attainment. Approximately 5-10% of the regions involved in the regulation of blood/urine metabolite levels seem to also play a role in BMI and mental traits/disorders and related phenotypes. If validated in metabolomic studies of the respective phenotypes, the associated blood/urine metabolites may enable novel preventive and therapeutic strategies.",Molecular metabolism,"Hebebrand, Johannes,Peters, Triinu,Schijven, Dick,Hebebrand, Moritz,Grasemann, Corinna,Winkler, Thomas W,Heid, Iris M,Antel, Jochen,Föcker, Manuel,Tegeler, Lisa,Brauner, Lena,Adan, Roger A H,Luykx, Jurjen J,Correll, Christoph U,König, Inke R,Hinney, Anke,Libuda, Lars","Polymorphism, Single Nucleotide","genome-wide,single nucleotide polymorphism,SNP,genome-wide association,polymorphisms,Alzheimer"
29692214,PMC6021930,2018,"Peripheral DNA methylation, cognitive decline and brain aging: pilot findings from the Whitehall II imaging study.","The present study investigated the link between peripheral DNA methylation (DNAm), cognitive impairment and brain aging. We tested the association between blood genome-wide DNAm profiles using the Illumina 450K arrays, cognitive dysfunction and brain MRI measures in selected participants of the Whitehall II imaging sub-study. Eight differentially methylated regions were associated with cognitive impairment. Accelerated aging based on the Hannum epigenetic clock was associated with mean diffusivity and global fractional anisotropy. We also identified modules of co-methylated loci associated with white matter hyperintensities. These co-methylation modules were enriched among pathways relevant to β-amyloid processing and glutamatergic signaling. Our data support the notion that blood DNAm changes may have utility as a biomarker for cognitive dysfunction and brain aging.",Epigenomics,"Chouliaras, Leonidas,Pishva, Ehsan,Haapakoski, Rita,Zsoldos, Eniko,Mahmood, Abda,Filippini, Nicola,Burrage, Joe,Mill, Jonathan,Kivimäki, Mika,Lunnon, Katie,Ebmeier, Klaus P",,"genome-wide,DNA methylation,cognitive impairment"
29700661,PMC6061130,2018,Parkinson Disease from Mendelian Forms to Genetic Susceptibility: New Molecular Insights into the Neurodegeneration Process.,"Parkinson disease (PD) is known as a common progressive neurodegenerative disease which is clinically diagnosed by the manifestation of numerous motor and nonmotor symptoms. PD is a genetically heterogeneous disorder with both familial and sporadic forms. To date, researches in the field of Parkinsonism have identified 23 genes or loci linked to rare monogenic familial forms of PD with Mendelian inheritance. Biochemical studies revealed that the products of these genes usually play key roles in the proper protein and mitochondrial quality control processes, as well as synaptic transmission and vesicular recycling pathways within neurons. Despite this, large number of patients affected with PD typically tends to show sporadic forms of disease with lack of a clear family history. Recent genome-wide association studies (GWAS) meta-analyses on the large sporadic PD case-control samples from European populations have identified over 12 genetic risk factors. However, the genetic etiology that underlies pathogenesis of PD is also discussed, since it remains unidentified in 40% of all PD-affected cases. Nowadays, with the emergence of new genetic techniques, international PD genomics consortiums and public online resources such as PDGene, there are many hopes that future large-scale genetics projects provide further insights into the genetic etiology of PD and improve diagnostic accuracy and therapeutic clinical trial designs.",Cellular and molecular neurobiology,"Karimi-Moghadam, Amin,Charsouei, Saeid,Bell, Benjamin,Jabalameli, Mohammad Reza","Genome-Wide Association Study,Parkinson Disease/genetics","genome-wide,ad,AD,genetic risk,Parkinson Disease,Risk Factors,genome-wide association,neurodegeneration,GWAS"
29703883,PMC5944403,2018,Interactions Among Polymorphisms of Susceptibility Loci for Alzheimer's Disease or Depressive Disorder.,"BACKGROUND Several genetic susceptibility loci for major depressive disorder (MDD) or Alzheimer's disease (AD) have been described. Interactions among polymorphisms are thought to explain the differences between low- and high-risk groups. We tested for the contribution of interactions between multiple functional polymorphisms in the risk of MDD or AD. MATERIAL AND METHODS A genetic association case-control study was performed in 68 MDD cases, 84 AD cases (35 of them with comorbid depression), and 90 controls. The contribution of 7 polymorphisms from 5 genes (APOE, HSPA1A, SLC6A4, HTR2A, and BDNF) related to risk of MDD or AD development was analyzed. RESULTS Significant associations were found between MDD and interactions among polymorphisms in HSPA1A, SLC6A4, and BDNF or HSPA1A, BDNF, and APOE genes. For polymorphisms in the APOE gene in AD, significant differences were confirmed on the distributions of alleles and genotype rates compared to the control or MDD. Increased probability of comorbid depression was found in patients with AD who do not carry the ε4 allele of APOE. CONCLUSIONS Assessment of the interactions among polymorphisms of susceptibility loci in both MDD and AD confirmed a synergistic effect of genetic factors influencing inflammatory, serotonergic, and neurotrophic pathways at these heterogenous complex diseases. The effect of interactions was greater in MDD than in AD. A presence of the ε4 allele was confirmed as a genetic susceptibility factor in AD. Our findings indicate a role of APOE genotype in onset of comorbid depression in a subgroup of patients with AD who are not carriers of the APOE ε4 allele.",Medical science monitor : international medical journal of experimental and clinical research,"Kitzlerová, Eva,Fišar, Zdeněk,Lelková, Petra,Jirák, Roman,Zvěřová, Martina,Hroudová, Jana,Manukyan, Ada,Martásek, Pavel,Raboch, Jiří","Alzheimer Disease/genetics,Genetic Association Studies,Polymorphism, Single Nucleotide","ad,apoe,AD,genetic association,polymorphisms,Alzheimer"
29723294,PMC5933777,2018,Probing the role of PPARγ in the regulation of late-onset Alzheimer's disease-associated genes.,"Peroxisome proliferator-activated receptor-γ (PPARγ), is a transcription factor that governs pathways, such as lipid metabolism and immune response, that have been implicated in the etiology of LOAD. Previously, we established HepG2-derived cell-lines with stable knockdown of PPARγ gene, and showed an increase in mRNA levels of genes mapped in the APOE linkage disequilibrium (LD) region on chromosome 19q13.32, with the greatest effect observed for APOE-mRNA. Here, we extended the analysis using our PPARγ knockdown model system and investigated the broader effect on expression changes of genes implicated in LOAD via genome wide association studies (GWAS). We applied the nCounter gene expression assay (NanoString) using a panel of twenty-four LOAD-associated genes inferred by proximity to the top significantly associated SNPs. Two independent PPARγ knockdown cell-lines showed changes in mRNA levels of a total of seven genes compared to a control HepG2 cell-line; six of which, ABCA7, APOE, CASS4, CELF1, PTK2B, and ZCWPW1, were upregulated and one, DSG2, was downregulated upon PPARγ knockdown. Our results propose that PPARγ may act as a master regulator of the transcription of several genes involved in LOAD pathogenesis. Our study provided the premise for further analyses including a larger set of genes positioned within a wider range of linkage disequilibrium (LD) regions tagged by all LOAD significantly associated SNPs.",PloS one,"Barrera, Julio,Subramanian, Shobana,Chiba-Falek, Ornit","Alzheimer Disease/genetics,Apolipoproteins E/genetics,Genome-Wide Association Study,Polymorphism, Single Nucleotide","late-onset,ad,apoe,gene expression,AD,Alzheimer,SNP,GWAS"
29747637,PMC5946407,2018,Genome-wide association study identifies two loci influencing plasma neurofilament light levels.,"Plasma neurofilament light (NFL) is a promising biomarker for Alzheimer disease (AD), which increases in the early stage of AD and is associated with the progression of AD. We performed a genome-wide association study (GWAS) of plasma NFL in Alzheimer's Disease Neuroimaging Initiative 1 (ADNI-1) cohort to identify novel variants associated with AD. This study included 179 cognitively healthy controls (HC), 176 patients with mild cognitive impairment (MCI), and 172 patients with AD. All subjects were restricted to non-Hispanic Caucasian derived from the ADNI cohort and met all quality control (QC) criteria. Association of plasma NFL with the genetic variants was assessed using PLINK with an additive genetic model, i.e.dose-dependent effect of the minor alleles. The influence of a genetic variant associated with plasma NFL (rs7943454) on brain structure was further assessed using PLINK with a linear regression model. The minor allele (T) of rs7943454 in leucine zipper protein 2 gene (LUZP2) was associated with higher plasma NFL at suggestive levels (P = 1.39 × 10- 6) in a dose-dependent fashion. In contrast, the minor allele (G) of rs640476 near GABRB2 was associated with lower plasma NFL at suggestive levels (P = 6.71 × 10- 6) in a dose-dependent effect in all diagnostic groups except the MCI group. Furthermore, the minor allele (T) of rs7943454 within LUZP2 increased the onset risk of AD (odds ratio = 1.547, confidence interval 95% = 1.018-2.351) and was associated with atrophy of right middle temporal gyrus in the whole cohort in the longitudinal study (P = 0.0234). GWAS found the associations of two single nucleotide polymorphisms (rs7943454 and rs640476) with plasma NFL at suggestive levels. Rs7943454 in LUZP2 was associated with the onset risk of AD and atrophy of right middle temporal gyrusin the whole cohort. Using an endophenotype-based approach, we identified rs7943454 as a new AD risk locus.",BMC medical genomics,"Li, Jie-Qiong,Yuan, Xiang-Zhen,Li, Hai-Yan,Cao, Xi-Peng,Yu, Jin-Tai,Tan, Lan,Chen, Wei-An","Alzheimer Disease/genetics,Genome-Wide Association Study,Polymorphism, Single Nucleotide","genome-wide,single nucleotide polymorphism,ad,AD,cognitive impairment,Alzheimer,genome-wide association,genetic variant,polymorphisms,GWAS"
29751835,PMC5948839,2018,Genome-wide association study identified ATP6V1H locus influencing cerebrospinal fluid BACE activity.,"The activity of cerebrospinal fluid (CSF) β-site APP cleaving enzyme (BACE) is a potential diagnostic biomarker for Alzheimer disease (AD). A total of 340 non-Hispanic Caucasian participants from the Alzheimer's Disease Neuroimaging Initiative cohort (ADNI) database were included in this study with quality-controlled CSF BACE and genotype data. Association of CSF BACE with the genetic variants of single nucleotide polymorphisms (SNPs) was assessed using PLINK under the additive genetic model. The P values of all SNPs for CSF BACE were adjusted for multiple comparisons. One SNP (rs1481950) in the ATP6V1H gene reached genome-wide significance for associations with CSF BACE (P = 4.88 × 10- 9). The minor allele (G) of rs1481950 was associated with higher CSF BACE activity. Although seven SNPs in SNX31, RORA, CDH23, RGS20, LRRC4C, MAPK6PS1 and LOC105378355 did not reach genome-wide significance (P < 10- 8), they were identified as suggestive loci (P < 10- 5). This study identified rs1481950 within ATP6V1H influencing human CSF BACE activity, which indicated that ATP6V1H gene may play some roles in the pathogenesis of neurodegenerative diseases such as AD.",BMC medical genetics,"Hu, Hao,Li, Haiyan,Li, Jieqiong,Yu, Jintai,Tan, Lan","Alzheimer Disease/genetics,Genome-Wide Association Study,Polymorphism, Single Nucleotide","genome-wide,single nucleotide polymorphism,ad,AD,genetic variant,SNP,genome-wide association,polymorphisms,Alzheimer"
29759072,PMC5950140,2018,CHAT gene polymorphism rs3810950 is associated with the risk of Alzheimer's disease in the Czech population.,"Cholinergic hypothesis of Alzheimer's disease (AD) is based on the findings that a reduced and/or perturbed cholinergic activity in the central nervous system correlates with cognitive decline in patients with Alzheimer's disease. The hypothesis resulted in the development of centrally-acting agents potentiating cholinergic neurotransmission; these drugs, however, only slowed down the cognitive decline and could not prevent it. Consequently, the perturbation of the central cholinergic signalling has been accepted as a part of the Alzheimer's aetiology but not necessarily the primary cause of the disease. In the present study we have focused on the rs3810950 polymorphism of ChAT (choline acetyltransferase) gene that has not been studied in Czech population before. We carried out an association study to test for a relationship between the rs3810950 polymorphism and Alzheimer's disease in a group of 1186 persons; 759 patients with Alzheimer's disease and 427 control subjects. Furthermore, we performed molecular modelling of the terminal domain (1st-126th amino acid residue) of one of the ChAT isoforms (M) to visualise in silico whether the rs3810950 polymorphism (A120T) can change any features of the tertiary structure of the protein which would have a potential to alter its function. The AA genotype of CHAT was associated with a 1.25 times higher risk of AD (p <  0.002) thus demonstrating that the rs3810950 polymorphism can have a modest but statistically significant effect on the risk of AD in the Czech population. Furthermore, the molecular modelling indicated that the polymorphism is likely to be associated with significant variations in the tertiary structure of the protein molecule which may impact its enzyme activity. Our findings are consistent with the results of the meta-analytical studies of the relationship between rs3810950 polymorphism and AD and provide further material evidence for a direct (primary) involvement of cholinergic mechanisms in the etiopathogenesis of AD, particularly as a factor in cognitive decline and perturbed conscious awareness commonly observed in patients with AD.",Journal of biomedical science,"Hálová, Alice,Janoutová, Jana,Ewerlingová, Laura,Janout, Vladimír,Bonczek, Ondřej,Zeman, Tomáš,Gerguri, Tereza,Balcar, Vladimir J,Šerý, Omar","Alzheimer Disease/genetics,Polymorphism, Single Nucleotide","ad,Alzheimer,AD"
30002152,PMC6202149,2018,Exome Chip Analysis Identifies Low-Frequency and Rare Variants in MRPL38 for White Matter Hyperintensities on Brain Magnetic Resonance Imaging.,"Background and Purpose- White matter hyperintensities (WMH) on brain magnetic resonance imaging are typical signs of cerebral small vessel disease and may indicate various preclinical, age-related neurological disorders, such as stroke. Though WMH are highly heritable, known common variants explain a small proportion of the WMH variance. The contribution of low-frequency/rare coding variants to WMH burden has not been explored. Methods- In the discovery sample we recruited 20 719 stroke/dementia-free adults from 13 population-based cohort studies within the Cohorts for Heart and Aging Research in Genomic Epidemiology consortium, among which 17 790 were of European ancestry and 2929 of African ancestry. We genotyped these participants at ≈250 000 mostly exonic variants with Illumina HumanExome BeadChip arrays. We performed ethnicity-specific linear regression on rank-normalized WMH in each study separately, which were then combined in meta-analyses to test for association with single variants and genes aggregating the effects of putatively functional low-frequency/rare variants. We then sought replication of the top findings in 1192 adults (European ancestry) with whole exome/genome sequencing data from 2 independent studies. Results- At 17q25, we confirmed the association of multiple common variants in TRIM65, FBF1, and ACOX1 ( P<6×10-7). We also identified a novel association with 2 low-frequency nonsynonymous variants in MRPL38 (lead, rs34136221; PEA=4.5×10-8) partially independent of known common signal ( PEA(conditional)=1.4×10-3). We further identified a locus at 2q33 containing common variants in NBEAL1, CARF, and WDR12 (lead, rs2351524; Pall=1.9×10-10). Although our novel findings were not replicated because of limited power and possible differences in study design, meta-analysis of the discovery and replication samples yielded stronger association for the 2 low-frequency MRPL38 variants ( Prs34136221=2.8×10-8). Conclusions- Both common and low-frequency/rare functional variants influence WMH. Larger replication and experimental follow-up are essential to confirm our findings and uncover the biological causal mechanisms of age-related WMH.",Stroke,"Jian, Xueqiu,Satizabal, Claudia L,Smith, Albert V,Wittfeld, Katharina,Bis, Joshua C,Smith, Jennifer A,Hsu, Fang-Chi,Nho, Kwangsik,Hofer, Edith,Hagenaars, Saskia P,Nyquist, Paul A,Mishra, Aniket,Adams, Hieab H H,Li, Shuo,Teumer, Alexander,Zhao, Wei,Freedman, Barry I,Saba, Yasaman,Yanek, Lisa R,Chauhan, Ganesh,van Buchem, Mark A,Cushman, Mary,Royle, Natalie A,Bryan, R Nick,Niessen, Wiro J,Windham, Beverly G,DeStefano, Anita L,Habes, Mohamad,Heckbert, Susan R,Palmer, Nicholette D,Lewis, Cora E,Eiriksdottir, Gudny,Maillard, Pauline,Mathias, Rasika A,Homuth, Georg,Valdés-Hernández, Maria Del C,Divers, Jasmin,Beiser, Alexa S,Langner, Sönke,Rice, Kenneth M,Bastin, Mark E,Yang, Qiong,Maldjian, Joseph A,Starr, John M,Sidney, Stephen,Risacher, Shannon L,Uitterlinden, André G,Gudnason, Vilmundur G,Nauck, Matthias,Rotter, Jerome I,Schreiner, Pamela J,Boerwinkle, Eric,van Duijn, Cornelia M,Mazoyer, Bernard,von Sarnowski, Bettina,Gottesman, Rebecca F,Levy, Daniel,Sigurdsson, Sigurdur,Vernooij, Meike W,Turner, Stephen T,Schmidt, Reinhold,Wardlaw, Joanna M,Psaty, Bruce M,Mosley, Thomas H,DeCarli, Charles S,Saykin, Andrew J,Bowden, Donald W,Becker, Diane M,Deary, Ian J,Schmidt, Helena,Kardia, Sharon L R,Ikram, M Arfan,Debette, Stéphanie,Grabe, Hans J,Longstreth, W T,Seshadri, Sudha,Launer, Lenore J,Fornage, Myriam",,"meta-analysis,ad,AD,dementia"
30026459,PMC6067016,2018,The Impact of EGFR Gene Polymorphisms on the Risk of Alzheimer's Disease in a Chinese Han Population: A Case-Controlled Study.,"BACKGROUND The aim of this study was to investigate the association between polymorphisms of the epidermal growth factor receptor (EGFR) gene with the risk of Alzheimer's disease (AD) in a Chinese Han population. MATERIAL AND METHODS A polymerase chain reaction-restriction fragment length polymorphism (PCR-RFLP) assay was used to genotype 139 patients with AD and 152 healthy control individuals. The Hardy-Weinberg equilibrium (HWE) was analyzed using the chi-squared (χ²) test, and genotype and allele frequencies were compared between the two population groups, using the χ² test. The odds ratios (ORs) and corresponding 95% confidence intervals (CI) were calculated to express the degree of risk of AD resulting from polymorphisms in the EGFR gene. Linkage disequilibrium among EGFR polymorphisms was analyzed using the Haploview bioinformatics software. RESULTS The CC genotype and C allele frequencies of rs730437 were significantly lower in patients with AD compared with the controls (P=0.037), indicating that rs730437 was associated with a reduced risk of AD (CC vs. AA: OR=0.446, 95% CI=0.207-0.960) (C vs. A: OR=0.702, 95% CI=0.502-0.980). The presence of the TT genotype of rs1468727 significantly reduced the risk of AD (P=0.003; OR=0.333, 95% CI=0.160-0.691), and T allele carriers of rs1468727 had a 0.605-fold increased risk of AD. Haplotype A-C-C was significantly correlated with an increased risk of AD (OR=1.922, 95% CI=1.130-3.269). CONCLUSIONS In a Han Chinese population, EGFR gene polymorphisms, rs730437 and rs1468727 and haplotype A-C-C were shown to be possible protective factors for the development of AD.",Medical science monitor : international medical journal of experimental and clinical research,"Chen, Xiuhong,Wang, Changhai,Zhou, Shuangbao,Li, Xueyong,Wu, Lan","Alzheimer Disease/genetics,Polymorphism, Single Nucleotide","polymorphisms,ad,Alzheimer,AD"
30045751,PMC6058387,2018,DNA methylation analysis on purified neurons and glia dissects age and Alzheimer's disease-specific changes in the human cortex.,"Epigenome-wide association studies (EWAS) based on human brain samples allow a deep and direct understanding of epigenetic dysregulation in Alzheimer's disease (AD). However, strong variation of cell-type proportions across brain tissue samples represents a significant source of data noise. Here, we report the first EWAS based on sorted neuronal and non-neuronal (mostly glia) nuclei from postmortem human brain tissues. We show that cell sorting strongly enhances the robust detection of disease-related DNA methylation changes even in a relatively small cohort. We identify numerous genes with cell-type-specific methylation signatures and document differential methylation dynamics associated with aging specifically in neurons such as CLU, SYNJ2 and NCOR2 or in glia RAI1,CXXC5 and INPP5A. Further, we found neuron or glia-specific associations with AD Braak stage progression at genes such as MCF2L, ANK1, MAP2, LRRC8B, STK32C and S100B. A comparison of our study with previous tissue-based EWAS validates multiple AD-associated DNA methylation signals and additionally specifies their origin to neuron, e.g., HOXA3 or glia (ANK1). In a meta-analysis, we reveal two novel previously unrecognized methylation changes at the key AD risk genes APP and ADAM17. Our data highlight the complex interplay between disease, age and cell-type-specific methylation changes in AD risk genes thus offering new perspectives for the validation and interpretation of large EWAS results.",Epigenetics & chromatin,"Gasparoni, Gilles,Bultmann, Sebastian,Lutsik, Pavlo,Kraus, Theo F J,Sordon, Sabrina,Vlcek, Julia,Dietinger, Vanessa,Steinmaurer, Martina,Haider, Melanie,Mulholland, Christopher B,Arzberger, Thomas,Roeber, Sigrun,Riemenschneider, Matthias,Kretzschmar, Hans A,Giese, Armin,Leonhardt, Heinrich,Walter, Jörn","Alzheimer Disease/genetics,Genome-Wide Association Study","genome-wide,ad,epigenome,DNA methylation,AD,genome-wide association,meta-analysis,Alzheimer"
30114415,PMC6544509,2018,Somatic variants in autosomal dominant genes are a rare cause of sporadic Alzheimer's disease.,"A minority of patients with sporadic early-onset Alzheimer's disease (AD) exhibit de novo germ line mutations in the autosomal dominant genes such as APP, PSEN1, or PSEN2. We hypothesized that negatively screened patients may harbor somatic variants in these genes. We applied an ultrasensitive approach based on single-molecule molecular inversion probes followed by deep next generation sequencing of 11 genes to 100 brain and 355 blood samples from 445 sporadic patients with AD (>80% exhibited an early onset, <66 years). We identified and confirmed nine somatic variants (allele fractions: 0.2%-10.8%): two APP, five SORL1, one NCSTN, and one MARK4 variants by independent amplicon-based deep sequencing. Two of the SORL1 variant might have contributed to the disease, the two APP variants were interpreted as likely benign and the other variants remained of unknown significance. Somatic variants in the autosomal dominant AD genes may not be a common cause of sporadic AD, including early onset cases.",Alzheimer's & dementia : the journal of the Alzheimer's Association,"Nicolas, Gaël,Acuña-Hidalgo, Rocío,Keogh, Michael J,Quenez, Olivier,Steehouwer, Marloes,Lelieveld, Stefan,Rousseau, Stéphane,Richard, Anne-Claire,Oud, Manon S,Marguet, Florent,Laquerrière, Annie,Morris, Chris M,Attems, Johannes,Smith, Colin,Ansorge, Olaf,Al Sarraj, Safa,Frebourg, Thierry,Campion, Dominique,Hannequin, Didier,Wallon, David,Gilissen, Christian,Chinnery, Patrick F,Veltman, Joris A,Hoischen, Alexander",Alzheimer Disease/genetics,"ad,Alzheimer,AD"
30136084,PMC6208732,2018,Divergent brain gene expression patterns associate with distinct cell-specific tau neuropathology traits in progressive supranuclear palsy.,"Progressive supranuclear palsy (PSP) is a neurodegenerative parkinsonian disorder characterized by tau pathology in neurons and glial cells. Transcriptional regulation has been implicated as a potential mechanism in conferring disease risk and neuropathology for some PSP genetic risk variants. However, the role of transcriptional changes as potential drivers of distinct cell-specific tau lesions has not been explored. In this study, we integrated brain gene expression measurements, quantitative neuropathology traits and genome-wide genotypes from 268 autopsy-confirmed PSP patients to identify transcriptional associations with unique cell-specific tau pathologies. We provide individual transcript and transcriptional network associations for quantitative oligodendroglial (coiled bodies = CB), neuronal (neurofibrillary tangles = NFT), astrocytic (tufted astrocytes = TA) tau pathology, and tau threads and genomic annotations of these findings. We identified divergent patterns of transcriptional associations for the distinct tau lesions, with the neuronal and astrocytic neuropathologies being the most different. We determined that NFT are positively associated with a brain co-expression network enriched for synaptic and PSP candidate risk genes, whereas TA are positively associated with a microglial gene-enriched immune network. In contrast, TA is negatively associated with synaptic and NFT with immune system transcripts. Our findings have implications for the diverse molecular mechanisms that underlie cell-specific vulnerability and disease risk in PSP.",Acta neuropathologica,"Allen, Mariet,Wang, Xue,Serie, Daniel J,Strickland, Samantha L,Burgess, Jeremy D,Koga, Shunsuke,Younkin, Curtis S,Nguyen, Thuy T,Malphrus, Kimberly G,Lincoln, Sarah J,Alamprese, Melissa,Zhu, Kuixi,Chang, Rui,Carrasquillo, Minerva M,Kouri, Naomi,Murray, Melissa E,Reddy, Joseph S,Funk, Cory,Price, Nathan D,Golde, Todd E,Younkin, Steven G,Asmann, Yan W,Crook, Julia E,Dickson, Dennis W,Ertekin-Taner, Nilüfer",Genome-Wide Association Study,"ad,genome-wide,gene expression,AD,genetic risk,Progressive Supranuclear Palsy"
