pmid,pmcid,year,title,abstract,journal,authors,MeSH terms used,Title & Abstract terms used
27777418,PMC5461220,2017,The PHF21B gene is associated with major depression and modulates the stress response.,"Major depressive disorder (MDD) affects around 350 million people worldwide; however, the underlying genetic basis remains largely unknown. In this study, we took into account that MDD is a gene-environment disorder, in which stress is a critical component, and used whole-genome screening of functional variants to investigate the 'missing heritability' in MDD. Genome-wide association studies (GWAS) using single- and multi-locus linear mixed-effect models were performed in a Los Angeles Mexican-American cohort (196 controls, 203 MDD) and in a replication European-ancestry cohort (499 controls, 473 MDD). Our analyses took into consideration the stress levels in the control populations. The Mexican-American controls, comprised primarily of recent immigrants, had high levels of stress due to acculturation issues and the European-ancestry controls with high stress levels were given higher weights in our analysis. We identified 44 common and rare functional variants associated with mild to moderate MDD in the Mexican-American cohort (genome-wide false discovery rate, FDR, <0.05), and their pathway analysis revealed that the three top overrepresented Gene Ontology (GO) processes were innate immune response, glutamate receptor signaling and detection of chemical stimulus in smell sensory perception. Rare variant analysis replicated the association of the PHF21B gene in the ethnically unrelated European-ancestry cohort. The TRPM2 gene, previously implicated in mood disorders, may also be considered replicated by our analyses. Whole-genome sequencing analyses of a subset of the cohorts revealed that European-ancestry individuals have a significantly reduced (50%) number of single nucleotide variants compared with Mexican-American individuals, and for this reason the role of rare variants may vary across populations. PHF21b variants contribute significantly to differences in the levels of expression of this gene in several brain areas, including the hippocampus. Furthermore, using an animal model of stress, we found that Phf21b hippocampal gene expression is significantly decreased in animals resilient to chronic restraint stress when compared with non-chronically stressed animals. Together, our results reveal that including stress level data enables the identification of novel rare functional variants associated with MDD.",Molecular psychiatry,"Wong, M-L,Arcos-Burgos, M,Liu, S,Vélez, J I,Yu, C,Baune, B T,Jawahar, M C,Arolt, V,Dannlowski, U,Chuah, A,Huttley, G A,Fogarty, R,Lewis, M D,Bornstein, S R,Licinio, J","Genome-Wide Association Study,Polymorphism, Single Nucleotide","gene expression,hippocampal,heritability,genome-wide,AD,genome-wide association,GWAS"
27859682,PMC5154929,2017,A method for integrating neuroimaging into genetic models of learning performance.,"Specific learning disorders (SLD) are an archetypal example of how clinical neuropsychological (NP) traits can differ from underlying genetic and neurobiological risk factors. Disparate environmental influences and pathologies impact learning performance assessed through cognitive examinations and clinical evaluations, the primary diagnostic tools for SLD. We propose a neurobiological risk for SLD with neuroimaging biomarkers, which is integrated into a genome-wide association study (GWAS) of learning performance in a cohort of 479 European individuals between 8 and 21 years of age. We first identified six regions of interest (ROIs) in temporal and anterior cingulate regions where the group diagnosed with learning disability has the least overall variation, relative to the other group, in thickness, area, and volume measurements. Although we used the three imaging measures, the thickness was the leading contributor. Hence, we calculated the Euclidean distances between any two individuals based on their thickness measures in the six ROIs. Then, we defined the relative similarity of one individual according to the averaged ranking of pairwise distances from the individuals to those in the SLD group. The inverse of this relative similarity is called the neurobiological risk for the individual. Single nucleotide polymorphisms in the AGBL1 gene on chromosome 15 had a significant association with learning performance at a genome-wide level. This finding was supported in an independent cohort of 2,327 individuals of the same demographic profile. Our statistical approach for integrating genetic and neuroimaging biomarkers can be extended into studying the biological basis of other NP traits.",Genetic epidemiology,"Mehta, Chintan M,Gruen, Jeffrey R,Zhang, Heping","Genome-Wide Association Study,Polymorphism, Single Nucleotide","single nucleotide polymorphism,polymorphisms,Risk Factors,cognitive,neuroimaging,Aged,genome-wide,chromosome,AD,biomarkers,genome-wide association,GWAS"
27864402,PMC5837683,2017,Molecular genetic contributions to self-rated health.,"Poorer self-rated health (SRH) predicts worse health outcomes, even when adjusted for objective measures of disease at time of rating. Twin studies indicate SRH has a heritability of up to 60% and that its genetic architecture may overlap with that of personality and cognition. We carried out a genome-wide association study (GWAS) of SRH on 111 749 members of the UK Biobank sample. Univariate genome-wide complex trait analysis (GCTA)-GREML analyses were used to estimate the proportion of variance explained by all common autosomal single nucleotide polymorphisms (SNPs) for SRH. Linkage disequilibrium (LD) score regression and polygenic risk scoring, two complementary methods, were used to investigate pleiotropy between SRH in the UK Biobank and up to 21 health-related and personality and cognitive traits from published GWAS consortia. The GWAS identified 13 independent signals associated with SRH, including several in regions previously associated with diseases or disease-related traits. The strongest signal was on chromosome 2 (rs2360675, P = 1.77 x 10 -10 ) close to KLF7 . A second strong peak was identified on chromosome 6 in the major histocompatibility region (rs76380179, P = 6.15 x 10 -10 ). The proportion of variance in SRH that was explained by all common genetic variants was 13%. Polygenic scores for the following traits and disorders were associated with SRH: cognitive ability, education, neuroticism, body mass index (BMI), longevity, attention-deficit hyperactivity disorder (ADHD), major depressive disorder, schizophrenia, lung function, blood pressure, coronary artery disease, large vessel disease stroke and type 2 diabetes. Individual differences in how people respond to a single item on SRH are partly explained by their genetic propensity to many common psychiatric and physical disorders and psychological traits.",International journal of epidemiology,"Harris, Sarah E,Hagenaars, Saskia P,Davies, Gail,David Hill, W,Liewald, David C M,Ritchie, Stuart J,Marioni, Riccardo E,Sudlow, Cathie L M,Wardlaw, Joanna M,McIntosh, Andrew M,Gale, Catharine R,Deary, Ian J","Polymorphism, Single Nucleotide","single nucleotide polymorphism,genetic variant,polygenic,polygenic score,polymorphisms,heritability,cognitive,polygenic risk,genome-wide,SNP,chromosome,linkage,AD,genome-wide association,GWAS"
28093568,PMC5322272,2017,GWAS meta-analysis reveals novel loci and genetic correlates for general cognitive function: a report from the COGENT consortium.,"The complex nature of human cognition has resulted in cognitive genomics lagging behind many other fields in terms of gene discovery using genome-wide association study (GWAS) methods. In an attempt to overcome these barriers, the current study utilized GWAS meta-analysis to examine the association of common genetic variation (~8M single-nucleotide polymorphisms (SNP) with minor allele frequency ⩾1%) to general cognitive function in a sample of 35 298 healthy individuals of European ancestry across 24 cohorts in the Cognitive Genomics Consortium (COGENT). In addition, we utilized individual SNP lookups and polygenic score analyses to identify genetic overlap with other relevant neurobehavioral phenotypes. Our primary GWAS meta-analysis identified two novel SNP loci (top SNPs: rs76114856 in the CENPO gene on chromosome 2 and rs6669072 near LOC105378853 on chromosome 1) associated with cognitive performance at the genome-wide significance level (P<5 × 10-8). Gene-based analysis identified an additional three Bonferroni-corrected significant loci at chromosomes 17q21.31, 17p13.1 and 1p13.3. Altogether, common variation across the genome resulted in a conservatively estimated SNP heritability of 21.5% (s.e.=0.01%) for general cognitive function. Integration with prior GWAS of cognitive performance and educational attainment yielded several additional significant loci. Finally, we found robust polygenic correlations between cognitive performance and educational attainment, several psychiatric disorders, birth length/weight and smoking behavior, as well as a novel genetic association to the personality trait of openness. These data provide new insight into the genetics of neurocognitive function with relevance to understanding the pathophysiology of neuropsychiatric illness.",Molecular psychiatry,"Trampush, J W,Yang, M L Z,Yu, J,Knowles, E,Davies, G,Liewald, D C,Starr, J M,Djurovic, S,Melle, I,Sundet, K,Christoforou, A,Reinvang, I,DeRosse, P,Lundervold, A J,Steen, V M,Espeseth, T,Räikkönen, K,Widen, E,Palotie, A,Eriksson, J G,Giegling, I,Konte, B,Roussos, P,Giakoumaki, S,Burdick, K E,Payton, A,Ollier, W,Horan, M,Chiba-Falek, O,Attix, D K,Need, A C,Cirulli, E T,Voineskos, A N,Stefanis, N C,Avramopoulos, D,Hatzimanolis, A,Arking, D E,Smyrnis, N,Bilder, R M,Freimer, N A,Cannon, T D,London, E,Poldrack, R A,Sabb, F W,Congdon, E,Conley, E D,Scult, M A,Dickinson, D,Straub, R E,Donohoe, G,Morris, D,Corvin, A,Gill, M,Hariri, A R,Weinberger, D R,Pendleton, N,Bitsios, P,Rujescu, D,Lahti, J,Le Hellard, S,Keller, M C,Andreassen, O A,Deary, I J,Glahn, D C,Malhotra, A K,Lencz, T","Genetic Association Studies,Genome-Wide Association Study,Polymorphism, Single Nucleotide","genetic association,polygenic,polygenic score,polymorphisms,heritability,cognitive,genome-wide,SNP,meta-analysis,chromosome,AD,phenotype,genome-wide association,GWAS"
28117369,PMC5259706,2017,Fine mapping genetic associations between the HLA region and extremely high intelligence.,"General cognitive ability (intelligence) is one of the most heritable behavioural traits and most predictive of socially important outcomes and health. We hypothesized that some of the missing heritability of IQ might lie hidden in the human leukocyte antigen (HLA) region, which plays a critical role in many diseases and traits but is not well tagged in conventional GWAS. Using a uniquely powered design, we investigated whether fine-mapping of the HLA region could narrow the missing heritability gap. Our case-control design included 1,393 cases with extremely high intelligence scores (top 0.0003 of the population equivalent to IQ > 147) and 3,253 unselected population controls. We imputed variants in 200 genes across the HLA region, one SNP (rs444921) reached our criterion for study-wide significance. SNP-based heritability of the HLA variants was small and not significant (h2 = 0.3%, SE = 0.2%). A polygenic score from the case-control genetic association analysis of SNPs in the HLA region did not significantly predict individual differences in intelligence in an independent unselected sample. We conclude that although genetic variation in the HLA region is important to the aetiology of many disorders, it does not appear to be hiding much of the missing heritability of intelligence.",Scientific reports,"Zabaneh, Delilah,Krapohl, Eva,Simpson, Michael A,Miller, Mike B,Iacono, William G,McGue, Matt,Putallaz, Martha,Lubinski, David,Plomin, Robert,Breen, Gerome","Polymorphism, Single Nucleotide","genetic association,polygenic,polygenic score,heritability,cognitive,SNP,GWAS"
28125015,PMC5343779,2017,Polymorphisms of Dopamine Receptor Genes and Risk of L-Dopa-Induced Dyskinesia in Parkinson's Disease.,"L-dopa-induced dyskinesia (LID) is a frequent motor complication of Parkinson's disease (PD), associated with a negative prognosis. Previous studies showed an association between dopamine receptor (DR) gene (DR) variants and LID, the results of which have not been confirmed. The present study is aimed to determine whether genetic differences of DR are associated with LID in a small but well-characterized cohort of PD patients. To this end we enrolled 100 PD subjects, 50 with and 50 without LID, matched for age, gender, disease duration and dopaminergic medication in a case-control study. We conducted polymerase chain reaction for single nucleotide polymorphisms (SNP) in both D1-like (DRD1A48G; DRD1C62T and DRD5T798C) and D2-like DR (DRD2G2137A, DRD2C957T, DRD3G25A, DRD3G712C, DRD4C616G and DRD4nR VNTR 48bp) analyzed genomic DNA. Our results showed that PD patients carrying allele A at DRD3G3127A had an increased risk of LID (OR 4.9; 95% CI 1.7-13.9; p = 0.004). The present findings may provide valuable information for personalizing pharmacological therapy in PD patients.",International journal of molecular sciences,"Comi, Cristoforo,Ferrari, Marco,Marino, Franca,Magistrelli, Luca,Cantello, Roberto,Riboldazzi, Giulio,Bianchi, Maria Laura Ester,Bono, Giorgio,Cosentino, Marco","Parkinson Disease/genetics,Polymorphism, Single Nucleotide","single nucleotide polymorphism,polymorphisms,parkinson,SNP,AD"
28155865,PMC5290743,2017,A Genome-Wide Association Study Identifies Genetic Variants Associated with Mathematics Ability.,"Mathematics ability is a complex cognitive trait with polygenic heritability. Genome-wide association study (GWAS) has been an effective approach to investigate genetic components underlying mathematic ability. Although previous studies reported several candidate genetic variants, none of them exceeded genome-wide significant threshold in general populations. Herein, we performed GWAS in Chinese elementary school students to identify potential genetic variants associated with mathematics ability. The discovery stage included 494 and 504 individuals from two independent cohorts respectively. The replication stage included another cohort of 599 individuals. In total, 28 of 81 candidate SNPs that met validation criteria were further replicated. Combined meta-analysis of three cohorts identified four SNPs (rs1012694, rs11743006, rs17778739 and rs17777541) of SPOCK1 gene showing association with mathematics ability (minimum p value 5.67 × 10-10, maximum β -2.43). The SPOCK1 gene is located on chromosome 5q31.2 and encodes a highly conserved glycoprotein testican-1 which was associated with tumor progression and prognosis as well as neurogenesis. This is the first study to report genome-wide significant association of individual SNPs with mathematics ability in general populations. Our preliminary results further supported the role of SPOCK1 during neurodevelopment. The genetic complexities underlying mathematics ability might contribute to explain the basis of human cognition and intelligence at genetic level.",Scientific reports,"Chen, Huan,Gu, Xiao-Hong,Zhou, Yuxi,Ge, Zeng,Wang, Bin,Siok, Wai Ting,Wang, Guoqing,Huen, Michael,Jiang, Yuyang,Tan, Li-Hai,Sun, Yimin","Genome-Wide Association Study,Polymorphism, Single Nucleotide","genetic variant,polygenic,heritability,cognitive,genome-wide,SNP,meta-analysis,chromosome,genome-wide association,GWAS"
28155899,PMC5290459,2017,Fingolimod alters the transcriptome profile of circulating CD4+ cells in multiple sclerosis.,"Multiple sclerosis is a demyelinating disease affecting the central nervous system. T cells are known to contribute to this immune-mediated condition. Fingolimod modulates sphingosine-1-phosphate receptors, thereby preventing the egress of lymphocytes, especially CCR7-expressing CD8+ and CD4+ T cells, from lymphoid tissues. Using Affymetrix Human Transcriptome Arrays (HTA 2.0), we performed a transcriptome profiling analysis of CD4+ cells obtained from the peripheral blood of patients with highly active relapsing-remitting multiple sclerosis. The samples were drawn before the first administration of fingolimod as well as 24 hours and 3 months after the start of therapy. Three months after treatment initiation, 890 genes were found to be differentially expressed with fold-change >2.0 and t-test p-value < 0.001, among them several microRNA precursors. A subset of 272 genes were expressed at lower levels, including CCR7 as expected, while 618 genes showed an increase in expression, e.g., CCR2, CX3CR1, CD39, CD58 as well as LYN, PAK1 and TLR2. To conclude, we studied the gene expression of CD4+ cells to evaluate the effects of fingolimod treatment, and we identified 890 genes to be altered in expression after continuous drug administration. T helper cells circulating in the blood during fingolimod therapy present a distinct gene expression signature.",Scientific reports,"Friess, Jörg,Hecker, Michael,Roch, Luisa,Koczan, Dirk,Fitzner, Brit,Angerer, Ines Charlotte,Schröder, Ina,Flechtner, Kristin,Thiesen, Hans-Jürgen,Winkelmann, Alexander,Zettl, Uwe Klaus",,"sclerosis,AD,transcriptome,gene expression"
28176268,PMC6233883,2017,No genetic association between attention-deficit/hyperactivity disorder (ADHD) and Parkinson's disease in nine ADHD candidate SNPs.,"Attention-deficit/hyperactivity disorder (ADHD) and Parkinson's disease (PD) involve pathological changes in brain structures such as the basal ganglia, which are essential for the control of motor and cognitive behavior and impulsivity. The cause of ADHD and PD remains unknown, but there is increasing evidence that both seem to result from a complicated interplay of genetic and environmental factors affecting numerous cellular processes and brain regions. To explore the possibility of common genetic pathways within the respective pathophysiologies, nine ADHD candidate single nucleotide polymorphisms (SNPs) in seven genes were tested for association with PD in 5333 cases and 12,019 healthy controls: one variant, respectively, in the genes coding for synaptosomal-associated protein 25 k (SNAP25), the dopamine (DA) transporter (SLC6A3; DAT1), DA receptor D4 (DRD4), serotonin receptor 1B (HTR1B), tryptophan hydroxylase 2 (TPH2), the norepinephrine transporter SLC6A2 and three SNPs in cadherin 13 (CDH13). Information was extracted from a recent meta-analysis of five genome-wide association studies, in which 7,689,524 SNPs in European samples were successfully imputed. No significant association was observed after correction for multiple testing. Therefore, it is reasonable to conclude that candidate variants implicated in the pathogenesis of ADHD do not play a substantial role in PD.",Attention deficit and hyperactivity disorders,"Geissler, Julia M,Romanos, Marcel,Gerlach, Manfred,Berg, Daniela,Schulte, Claudia","Genetic Association Studies,Parkinson Disease/genetics,Polymorphism, Single Nucleotide","single nucleotide polymorphism,genetic association,pathogenesis,polymorphisms,parkinson,cognitive,genome-wide,SNP,meta-analysis,AD,genome-wide association"
28234966,PMC5325477,2017,The single nucleotide variant rs12722489 determines differential estrogen receptor binding and enhancer properties of an IL2RA intronic region.,"We studied functional effect of rs12722489 single nucleotide polymorphism located in the first intron of human IL2RA gene on transcriptional regulation. This polymorphism is associated with multiple autoimmune conditions (rheumatoid arthritis, multiple sclerosis, Crohn's disease, and ulcerative colitis). Analysis in silico suggested significant difference in the affinity of estrogen receptor (ER) binding site between alternative allelic variants, with stronger predicted affinity for the risk (G) allele. Electrophoretic mobility shift assay showed that purified human ERα bound only G variant of a 32-bp genomic sequence containing rs12722489. Chromatin immunoprecipitation demonstrated that endogenous human ERα interacted with rs12722489 genomic region in vivo and DNA pull-down assay confirmed differential allelic binding of amplified 189-bp genomic fragments containing rs12722489 with endogenous human ERα. In a luciferase reporter assay, a kilobase-long genomic segment containing G but not A allele of rs12722489 demonstrated enhancer properties in MT-2 cell line, an HTLV-1 transformed human cell line with a regulatory T cell phenotype.",PloS one,"Afanasyeva, Marina A,Putlyaeva, Lidia V,Demin, Denis E,Kulakovskiy, Ivan V,Vorontsov, Ilya E,Fridman, Marina V,Makeev, Vsevolod J,Kuprash, Dmitry V,Schwartz, Anton M","Polymorphism, Single Nucleotide","single nucleotide polymorphism,phenotype,sclerosis"
28247126,PMC5481483,2017,Perceived cognitive function for breast cancer survivors: association of genetic and behaviorally related variables for inflammation.,"We explored relationships between genetic variability and behaviorally related variables (body mass index and exercise frequency) for inflammation, and perceived cognitive function (PCF) for breast cancer survivors (BCS). Our primary aim was to explore relationships between select single-nucleotide polymorphisms (SNPs) for IL1R1, IL6, TNF genes, and PCF. Our secondary aim was to explore whether body mass index (BMI) and exercise frequency moderate these relationships. We conducted an exploratory candidate gene substudy. Saliva samples from participants (N = 101) in a larger, cross-sectional study were genotyped. Multiple linear regression analysis was used to explore relationships between SNPs and PCF, controlling for age, education level, fatigue, and distress. Hierarchical expansion of regression models included main effects for BMI and exercise frequency and interaction effects between BMI, exercise frequency, and each SNP. The most parsimonious regression model included fatigue, exercise frequency, and IL1R1rs2287047 minor alleles (AA+GG) (R 2 = 0.244, adjusted R 2 = 0.220, p = 0.013). No other SNPs were significant. Higher exercise frequency (b = 7.300, p = 0.013) and IL1R1rs2287047 (AA+AG) (b = 6.512, p = 0.025) predicted better PCF. Greater fatigue predicted poorer PCF (b = -2.359, p < 0.01). No interaction was demonstrated between BMI and exercise related to PCF or between BMI, exercise, and SNPs. Our results suggest a protective relationship between IL1R1rs2287047 (AA+AG) and PCF and provide further evidence supporting exercise as a potential intervention for poorer PCF. Ours is the first study to investigate genetic variability associated with inflammation, behaviorally related variables, and PCF for BCS.",Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer,"Myers, Jamie S,Koleck, Theresa A,Sereika, Susan M,Conley, Yvette P,Bender, Catherine M",,"polymorphisms,cognitive,SNP,AD,genotype"
28276448,PMC5343463,2017,Blood DNA methylation pattern is altered in mesial temporal lobe epilepsy.,"Mesial temporal lobe epilepsy (MTLE) is a common epileptic disorder; little is known whether it is associated with peripheral epigenetic changes. Here we compared blood whole genomic DNA methylation pattern in MTLE patients (n = 30) relative to controls (n = 30) with the Human Methylation 450 K BeadChip assay, and explored genes and pathways that were differentially methylated using bioinformatics profiling. The MTLE and control groups showed significantly different (P < 1.03e-07) DNA methylation at 216 sites, with 164 sites involved hyper- and 52 sites hypo- methylation. Two hyper- and 32 hypo-methylated sites were associated with promoters, while 87 hyper- and 43 hypo-methylated sites corresponded to coding regions. The differentially methylated genes were largely related to pathways predicted to participate in anion binding, oxidoreductant activity, growth regulation, skeletal development and drug metabolism, with the most distinct ones included SLC34A2, CLCN6, CLCA4, CYP3A43, CYP3A4 and CYP2C9. Among the MTLE patients, panels of genes also appeared to be differentially methylated relative to disease duration, resistance to anti-epileptics and MRI alterations of hippocampal sclerosis. The peripheral epigenetic changes observed in MTLE could be involved in certain disease-related modulations and warrant further translational investigations.",Scientific reports,"Long, Hong-Yu,Feng, Li,Kang, Jin,Luo, Zhao-Hui,Xiao, Wen-Biao,Long, Li-Li,Yan, Xiao-Xin,Zhou, Luo,Xiao, Bo",,"sclerosis,epigenetic,DNA methylation,hippocampal,AD,methylation"
28304362,PMC5372667,2017,BDNF Variants May Modulate Long-Term Visual Memory Performance in a Healthy Cohort.,"Brain-derived neurotrophic factor (BDNF) is involved in numerous cognitive functions including learning and memory. BDNF plays an important role in synaptic plasticity in humans and rats with BDNF shown to be essential for the formation of long-term memories. We previously identified a significant association between the BDNF Val66Met polymorphism (rs6265) and long-term visual memory (p-value = 0.003) in a small cohort (n = 181) comprised of healthy individuals who had been phenotyped for various aspects of memory function. In this study, we have extended the cohort to 597 individuals and examined multiple genetic variants across both the BDNF and BDNF-AS genes for association with visual memory performance as assessed by the Wechsler Memory Scale-Fourth Edition subtests Visual Reproduction I and II (VR I and II). VR I assesses immediate visual memory, whereas VR II assesses long-term visual memory. Genetic association analyses were performed for 34 single nucleotide polymorphisms genotyped on Illumina OmniExpress BeadChip arrays with the immediate and long-term visual memory phenotypes. While none of the BDNF and BDNF-AS variants were shown to be significant for immediate visual memory, we found 10 variants (including the Val66Met polymorphism (p-value = 0.006)) that were nominally associated, and three variants (two variants in BDNF and one variant in the BDNF-AS locus) that were significantly associated with long-term visual memory. Our data therefore suggests a potential role for BDNF, and its anti-sense transcript BDNF-AS, in long-term visual memory performance.",International journal of molecular sciences,"Avgan, Nesli,Sutherland, Heidi G,Spriggens, Lauren K,Yu, Chieh,Ibrahim, Omar,Bellis, Claire,Haupt, Larisa M,Shum, David H K,Griffiths, Lyn R","Polymorphism, Single Nucleotide","single nucleotide polymorphism,genetic association,genetic variant,polymorphisms,cognitive,Humans,AD,genotype,phenotype"
28346387,PMC5412267,2017,OPRM1 c.118A>G Polymorphism and Duration of Morphine Treatment Associated with Morphine Doses and Quality-of-Life in Palliative Cancer Pain Settings.,"Despite increased attention on assessment and management, pain remains the most persistent symptom in patients with cancer, in particular in end-of-life settings, with detrimental impact on their quality-of-life (QOL). We conducted this study to evaluate the added value of determining some genetic and non-genetic factors to optimize cancer pain treatment. Eighty-nine patients were included in the study for the evaluation of palliative cancer pain management. The regression analysis showed that age, OPRM1 single nucleotide polymorphism (SNP), as well as the duration of morphine treatment were significantly associated with morphine doses at 24 h (given by infusion pump; p = 0.043, 0.029, and <0.001, respectively). The mean doses of morphine decreased with age but increased with the duration of morphine treatment. In addition, patients with AG genotype c.118A>G OPRM1 needed a higher dose of morphine than AA patients. Moreover, metastases, OPRM1 SNP, age, and gender were significantly associated with the QOL in our population. In particular, AA patients for OPRM1 SNP had significantly lower cognitive function than AG patients, a result not previously reported in the literature. These findings could help increase the effectiveness of morphine treatment and enhance the QOL of patients in regards to personalized medicine.",International journal of molecular sciences,"Hajj, Aline,Halepian, Lucine,Osta, Nada El,Chahine, Georges,Kattan, Joseph,Rabbaa Khabbaz, Lydia","Polymorphism, Single Nucleotide","single nucleotide polymorphism,cognitive,SNP,AD,genotype"
28391543,PMC5522530,2017,Increased brain expression of GPNMB is associated with genome wide significant risk for Parkinson's disease on chromosome 7p15.3.,"Genome wide association studies (GWAS) for Parkinson's disease (PD) have previously revealed a significant association with a locus on chromosome 7p15.3, initially designated as the glycoprotein non-metastatic melanoma protein B (GPNMB) locus. In this study, the functional consequences of this association on expression were explored in depth by integrating different expression quantitative trait locus (eQTL) datasets (Braineac, CAGEseq, GTEx, and Phenotype-Genotype Integrator (PheGenI)). Top risk SNP rs199347 eQTLs demonstrated increased expressions of GPNMB, KLHL7, and NUPL2 with the major allele (AA) in brain, with most significant eQTLs in cortical regions, followed by putamen. In addition, decreased expression of the antisense RNA KLHL7-AS1 was observed in GTEx. Furthermore, rs199347 is an eQTL with long non-coding RNA (AC005082.12) in human tissues other than brain. Interestingly, transcript-specific eQTLs in immune-related tissues (spleen and lymphoblastoid cells) for NUPL2 and KLHL7-AS1 were observed, which suggests a complex functional role of this eQTL in specific tissues, cell types at specific time points. Significantly increased expression of GPNMB linked to rs199347 was consistent across all datasets, and taken in combination with the risk SNP being located within the GPNMB gene, these results suggest that increased expression of GPNMB is the causative link explaining the association of this locus with PD. However, other transcript eQTLs and subsequent functional roles cannot be excluded. This highlights the importance of further investigations to understand the functional interactions between the coding genes, antisense, and non-coding RNA species considering the tissue and cell-type specificity to understand the underlying biological mechanisms in PD.",Neurogenetics,"Murthy, Megha N,Blauwendraat, Cornelis,Guelfi, Sebastian,Hardy, John,Lewis, Patrick A,Trabzuni, Daniah","Genetic Association Studies,Genome-Wide Association Study,Parkinson Disease/genetics,Polymorphism, Single Nucleotide","parkinson,GWAS,quantitative trait,SNP,chromosome,AD,eQTL,phenotype,genotype"
28426778,PMC5398696,2017,ApaI polymorphism of vitamin D receptor affects health-related quality of life in patients with primary sclerosing cholangitis.,"Polymorphisms of vitamin D receptor (VDR) contribute to the pathogenesis of multiple autoimmune conditions. We investigated the incidence of VDR polymorphisms (rs1544410-BsmI; rs7975232-ApaI; rs731236-TaqI) in a group of patients with primary sclerosing cholangitis (PSC, n = 275) and in healthy controls (n = 376). Additionally, correlations of the VDR polymorphisms with clinical and biochemical factors of the disease were analysed. The genotype and allele distributions of these polymorphisms in PSC patients were similar to those observed in controls. However, the ApaI polymorphism was associated with an impaired health-related quality of life (HRQoL). The generic SF-36 questionnaire showed that the Role-Physical (p = 0.01), Role-Emotional (p = 0.01), Physical Component Summary (p = 0.01) and Mental Component Summary (p = 0.003) scores were significantly affected. Similarly, the disease-specific questionnaires, PBC-40 and PBC-27, demonstrated that carriers of the C allele suffered from more severe Itch (p = 0.03 assessed by PBC-40 and PBC-27), more Fatigue (p = 0.02 assessed by PBC-40 and PBC-27) and Impaired Cognitive Capacity (p = 0.04 and p = 0.03). Correspondingly, individuals who were AA homozygotes (non-carriers of the C allele of ApaI) had higher summary scores for the Physical (p = 0.01) and Mental Components (p = 0.006) measured with SF-36. Moreover, they experienced less itch (p = 0.03) and less Fatigue (p = 0.03) and had better Cognitive Abilities (p = 0.04) as assessed by the PBC-40 and PBC-27 questionnaires. No associations between other VDR polymorphisms and clinical or laboratory findings were made. In summary, this study is the first to show that the ApaI polymorphisms in VDR may exert an effect on disease-related symptoms and quality of life in patients with PSC.",PloS one,"Kempinska-Podhorodecka, Agnieszka,Milkiewicz, Malgorzata,Jabłonski, Dariusz,Milkiewicz, Piotr,Wunsch, Ewa",,"pathogenesis,polymorphisms,cognitive,AD,genotype"
28429747,PMC5399369,2017,Imaging genetics approach to Parkinson's disease and its correlation with clinical score.,"Parkinson's disease (PD) is a progressive neurodegenerative disorder associated with both underlying genetic factors and neuroimaging findings. Existing neuroimaging studies related to the genome in PD have mostly focused on certain candidate genes. The aim of our study was to construct a linear regression model using both genetic and neuroimaging features to better predict clinical scores compared to conventional approaches. We obtained neuroimaging and DNA genotyping data from a research database. Connectivity analysis was applied to identify neuroimaging features that could differentiate between healthy control (HC) and PD groups. A joint analysis of genetic and imaging information known as imaging genetics was applied to investigate genetic variants. We then compared the utility of combining different genetic variants and neuroimaging features for predicting the Movement Disorder Society-sponsored unified Parkinson's disease rating scale (MDS-UPDRS) in a regression framework. The associative cortex, motor cortex, thalamus, and pallidum showed significantly different connectivity between the HC and PD groups. Imaging genetics analysis identified PARK2, PARK7, HtrA2, GIGYRF2, and SNCA as genetic variants that are significantly associated with imaging phenotypes. A linear regression model combining genetic and neuroimaging features predicted the MDS-UPDRS with lower error and higher correlation with the actual MDS-UPDRS compared to other models using only genetic or neuroimaging information alone.",Scientific reports,"Kim, Mansu,Kim, Jonghoon,Lee, Seung-Hak,Park, Hyunjin","Parkinson Disease/genetics,Polymorphism, Single Nucleotide","genetic variant,parkinson,neuroimaging,phenotype,neurodegenerative"
